Paper ID,Student Name,Age,Class,Phone Number,Subject,Correct Marks,Exam Date,Score (%),Grade,GPA
P144302,Tonya Brandt,24,Class J,0179470581,History,9,2024-10-16,22.50,E,0.0
P144303,Tiffany Rodriguez,19,Class I,0144782897,Biology,22,2024-04-05,55.00,C+,2.3
P144304,Jeremy Jensen,23,Class F,0153695624,Science,10,2024-04-27,25.00,E,0.0
P144305,Gerald Reynolds,24,Class C,0197153552,Chemistry,40,2024-07-19,100.00,A-,3.7
P144401,Joshua Howard,24,Class H,0103829171,Geography,8,2024-08-16,20.00,E,0.0
P144402,Martin Maxwell,24,Class J,0181102945,Biology,1,2024-06-01,2.50,E,0.0
P144403,Vanessa Dunn,21,Class H,0144108643,History,38,2024-11-01,95.00,A-,3.7
P144404,Kevin Riley,22,Class D,0157330592,Science,18,2024-12-23,45.00,D+,1.3
P144405,Sean Jordan,20,Class G,0113895972,Physics,28,2024-08-02,70.00,B+,3.3
P144501,Colton Russo,20,Class J,0154964318,English,19,2024-07-21,47.50,C-,1.7
P144502,Jennifer Cooper,20,Class H,0176963641,Biology,25,2024-08-12,62.50,B-,2.7
P144503,Jennifer Ford,19,Class G,0136910973,Science,27,2024-11-11,67.50,B,3.0
P144504,Michael Garcia,25,Class G,0164501346,Biology,7,2024-06-26,17.50,E,0.0
P144505,Erika Williamson,25,Class G,0133400992,Math,15,2024-10-20,37.50,E,0.0
P144601,Melissa Mitchell,24,Class I,0149430652,Biology,25,2024-08-29,62.50,B-,2.7
P144602,William Johnson,22,Class A,0183708217,English,0,2024-12-03,0.00,E,0.0
P144603,Susan Mcdowell,22,Class C,0128633762,Biology,13,2024-08-23,32.50,E,0.0
P144604,Christopher Gallegos,21,Class G,0122344043,English,14,2024-12-06,35.00,E,0.0
P144605,Nicholas Williams,19,Class D,0133062133,English,25,2024-04-17,62.50,B-,2.7
P144701,Mr. Matthew Farmer Jr.,21,Class J,0161286084,Biology,33,2024-02-25,82.50,A-,3.7
P144702,Holly Burgess,24,Class C,0175543076,Biology,8,2024-10-21,20.00,E,0.0
P144703,Veronica Gonzalez,22,Class E,0156921647,Science,32,2024-11-13,80.00,A-,3.7
P144704,Stacy Wyatt,25,Class G,0137499594,Biology,36,2024-07-13,90.00,A-,3.7
P144705,Amy Lutz,20,Class B,0134636627,Geography,12,2024-04-12,30.00,E,0.0
P144801,Shannon Johnston,19,Class F,0178004328,Chemistry,31,2024-01-31,77.50,B+,3.3
P144802,Allen Young,24,Class G,0155813815,Science,10,2024-08-29,25.00,E,0.0
P144803,Adam Walker,20,Class B,0178772292,Geography,31,2024-08-30,77.50,B+,3.3
P144804,Joshua Jacobs,22,Class I,0124279322,Chemistry,31,2024-08-25,77.50,B+,3.3
P144805,Anita Simon,22,Class D,0185804263,Math,29,2024-06-19,72.50,B+,3.3
P144901,Priscilla Hayes,19,Class C,0139245291,History,17,2024-08-25,42.50,D,1.0
P144902,Dr. Sandy Robertson,20,Class C,0171975533,Chemistry,33,2024-10-01,82.50,A-,3.7
P144903,Christine Spencer,25,Class H,0174328431,Biology,40,2024-08-30,100.00,A-,3.7
P144904,Jon Caldwell,22,Class D,0129951131,History,35,2024-08-28,87.50,A-,3.7
P144905,Maria Taylor,25,Class J,0168407432,History,30,2024-03-12,75.00,B+,3.3
P145001,Christopher Ayala,19,Class E,0172094552,History,34,2024-12-09,85.00,A-,3.7
P145002,Lisa Jones,18,Class H,0175541115,Physics,34,2024-04-22,85.00,A-,3.7
P145003,Jeremy Higgins,20,Class J,0138400788,Math,6,2024-09-27,15.00,E,0.0
P145004,Erica Harrison,24,Class A,0108179881,Physics,6,2024-12-23,15.00,E,0.0
P145005,Amanda Navarro,21,Class G,0188827166,Science,14,2024-01-02,35.00,E,0.0
P145101,Rachel Ortega,19,Class D,0138772402,Science,14,2024-12-15,35.00,E,0.0
P145102,Amy Bond,19,Class B,0175644897,Science,13,2024-08-15,32.50,E,0.0
P145103,James Riley,23,Class D,0125749373,History,9,2024-02-13,22.50,E,0.0
P145104,Nicholas Smith,24,Class J,0116934349,Science,26,2024-05-07,65.00,B,3.0
P145105,Charles Cruz,20,Class J,0181788885,Biology,31,2024-11-22,77.50,B+,3.3
P145201,Monica Burke,24,Class D,0146491095,Physics,17,2024-03-24,42.50,D,1.0
P145202,Eric Davis,23,Class B,0181561033,English,36,2024-09-08,90.00,A-,3.7
P145203,Thomas Branch,18,Class A,0158824039,Physics,12,2024-08-14,30.00,E,0.0
P145204,Heather Stephens,21,Class B,0164799525,Biology,2,2024-08-13,5.00,E,0.0
P145205,Kenneth Guzman,19,Class H,0193983987,Chemistry,1,2024-01-18,2.50,E,0.0
P145301,Robert Jackson,24,Class F,0148388322,Geography,29,2024-03-01,72.50,B+,3.3
P145302,Donna Goodwin,22,Class D,0107076785,English,20,2024-10-17,50.00,C,2.0
P145303,Jeremy Galvan,24,Class C,0146105576,Science,2,2024-08-07,5.00,E,0.0
P145304,Lisa Moore,21,Class J,0108668877,Math,24,2024-04-21,60.00,B-,2.7
P145305,Brandi Chavez,19,Class I,0168401180,Geography,10,2024-09-16,25.00,E,0.0
P145401,Thomas Phillips,20,Class E,0186058344,Physics,39,2024-12-15,97.50,A-,3.7
P145402,Joseph Mckenzie,22,Class E,0196246752,Chemistry,14,2024-01-05,35.00,E,0.0
P145403,Heather Salas,23,Class E,0128495580,Chemistry,25,2024-01-15,62.50,B-,2.7
P145404,Jason Burch,22,Class I,0108744424,Math,6,2024-07-26,15.00,E,0.0
P145405,Douglas Burton,23,Class E,0111973248,Physics,1,2024-07-21,2.50,E,0.0
P145501,Brittany Holder,22,Class A,0173487044,Geography,35,2024-05-12,87.50,A-,3.7
P145502,Eric Mccarthy,24,Class H,0168032161,Biology,20,2024-02-16,50.00,C,2.0
P145503,John Carson,20,Class J,0199905692,History,20,2024-06-17,50.00,C,2.0
P145504,Juan Rogers,25,Class C,0199680474,Math,21,2024-12-18,52.50,C,2.0
P145505,Paul Brooks,22,Class A,0189772052,Math,28,2024-11-28,70.00,B+,3.3
P145601,Marcus Harrington,22,Class D,0185771467,History,2,2024-01-15,5.00,E,0.0
P145602,Timothy Barker,20,Class B,0173875710,Science,14,2024-12-24,35.00,E,0.0
P145603,George Garner,25,Class I,0142505025,Biology,2,2024-07-25,5.00,E,0.0
P145604,Monica Park,22,Class D,0114494305,Science,30,2024-04-06,75.00,B+,3.3
P145605,William Burns,24,Class D,0147851716,English,37,2024-03-15,92.50,A-,3.7
P145701,Calvin Long,24,Class H,0141471736,Biology,17,2024-12-15,42.50,D,1.0
P145702,Benjamin Combs,24,Class C,0173280827,Chemistry,19,2024-11-30,47.50,C-,1.7
P145703,Anna Berg,18,Class I,0154281266,Physics,30,2024-01-02,75.00,B+,3.3
P145704,Francis Singleton,22,Class E,0143401675,History,21,2024-01-04,52.50,C,2.0
P145705,Jonathan Berger,25,Class D,0175965624,Biology,33,2024-01-12,82.50,A-,3.7
P145801,Kathleen Mcmahon,23,Class B,0134279911,Geography,29,2024-12-05,72.50,B+,3.3
P145802,Mark Shepherd,19,Class D,0178891300,Science,39,2024-04-05,97.50,A-,3.7
P145803,Stacey Smith,23,Class J,0144127291,English,20,2024-07-08,50.00,C,2.0
P145804,Gary Fitzgerald,18,Class G,0198261922,Math,28,2024-02-28,70.00,B+,3.3
P145805,Michael Turner,18,Class F,0103544743,Physics,6,2024-12-22,15.00,E,0.0
P145901,Connor Conrad,20,Class H,0102355228,Science,15,2024-01-09,37.50,E,0.0
P145902,Jeffrey Willis,21,Class D,0129520996,Geography,17,2024-06-20,42.50,D,1.0
P145903,Joshua Macdonald,18,Class F,0135597283,History,6,2024-06-01,15.00,E,0.0
P145904,Heather Anderson,25,Class B,0114891077,Science,23,2024-07-24,57.50,C+,2.3
P145905,Valerie Fernandez,22,Class A,0114453083,English,4,2024-04-02,10.00,E,0.0
P146001,Caroline Hines,25,Class I,0193641157,Math,15,2024-05-29,37.50,E,0.0
P146002,Sean Smith,18,Class C,0192160484,Biology,24,2024-09-04,60.00,B-,2.7
P146003,Ashley Hernandez,19,Class H,0182302597,Geography,30,2024-06-01,75.00,B+,3.3
P146004,Gabriel Jackson,21,Class C,0142040634,Chemistry,1,2024-06-18,2.50,E,0.0
P146005,Joseph Wilkinson,24,Class A,0128931190,Science,3,2024-07-19,7.50,E,0.0
P146101,Amber King,20,Class E,0194805276,Geography,33,2024-09-11,82.50,A-,3.7
P146102,Leslie Rodriguez,18,Class H,0106490831,Biology,21,2024-04-30,52.50,C,2.0
P146103,Randall Clark,19,Class H,0141655086,Geography,28,2024-09-06,70.00,B+,3.3
P146104,Derek Carter,23,Class A,0194511374,Physics,36,2024-07-25,90.00,A-,3.7
P146105,Ryan Austin,22,Class J,0164906935,Physics,21,2024-04-18,52.50,C,2.0
P146201,Lisa Bird,20,Class H,0153087530,Math,12,2024-02-23,30.00,E,0.0
P146202,Ashley Barnes,24,Class C,0193353067,Science,38,2024-12-12,95.00,A-,3.7
P146203,Christina Mitchell,24,Class H,0167047021,Math,39,2024-04-09,97.50,A-,3.7
P146204,Jonathan Jenkins,24,Class J,0158375055,History,40,2024-08-05,100.00,A-,3.7
P146205,Theresa Pope,18,Class G,0178405863,Science,38,2024-08-16,95.00,A-,3.7
P146301,Thomas Anderson,21,Class C,0171235941,Chemistry,27,2024-12-08,67.50,B,3.0
P146302,Danielle Reeves,23,Class E,0123679519,Geography,31,2024-01-20,77.50,B+,3.3
P146303,Marco Taylor,21,Class H,0197608557,Chemistry,13,2024-09-17,32.50,E,0.0
P146304,Jesse Gibson,19,Class E,0112599732,Geography,39,2024-02-09,97.50,A-,3.7
P146305,Gloria Clayton,18,Class H,0123048356,Science,26,2024-10-14,65.00,B,3.0
P146401,Michael Jennings,24,Class I,0149055177,Biology,4,2024-02-21,10.00,E,0.0
P146402,Jonathan Brown,19,Class F,0162392378,Physics,27,2024-12-18,67.50,B,3.0
P146403,Paula Lyons,19,Class E,0158836314,Chemistry,21,2024-08-18,52.50,C,2.0
P146404,Tom Davis,21,Class D,0112639333,Chemistry,31,2024-06-05,77.50,B+,3.3
P146405,Thomas Pugh,21,Class J,0159392355,English,38,2024-11-06,95.00,A-,3.7
P146501,Lori Phillips,21,Class A,0191922069,Physics,34,2024-09-07,85.00,A-,3.7
P146502,Amanda Phillips,24,Class F,0199769613,Physics,1,2024-12-02,2.50,E,0.0
P146503,Stephanie King,21,Class D,0139373083,Physics,12,2024-11-28,30.00,E,0.0
P146504,Kim Cooper,25,Class B,0185005172,Geography,21,2024-12-04,52.50,C,2.0
P146505,Anna Brown,23,Class I,0196045236,Math,13,2024-03-10,32.50,E,0.0
P146601,Nicholas Stanley,25,Class B,0149510874,Math,29,2024-04-29,72.50,B+,3.3
P146602,James Walker,24,Class J,0153051880,Geography,3,2024-02-17,7.50,E,0.0
P146603,Joshua Johnson,18,Class F,0191451309,Math,34,2024-10-01,85.00,A-,3.7
P146604,Melissa Hill,22,Class C,0193489313,Science,26,2024-04-20,65.00,B,3.0
P146605,Gina White,18,Class G,0192349366,Physics,14,2024-04-07,35.00,E,0.0
P146701,Michele Gilbert,18,Class G,0154964220,Math,16,2024-08-17,40.00,D,1.0
P146702,Sandra Juarez,18,Class A,0139516254,Physics,30,2024-03-18,75.00,B+,3.3
P146703,Barbara Armstrong,23,Class F,0164569122,History,5,2024-02-22,12.50,E,0.0
P146704,Erica Howell,21,Class G,0195703137,Physics,7,2024-02-09,17.50,E,0.0
P146705,Amanda Henry,23,Class G,0174251670,Physics,15,2024-06-02,37.50,E,0.0
P146801,Sarah Mcdowell,19,Class B,0162884502,History,17,2024-10-07,42.50,D,1.0
P146802,Donald Johnson,20,Class E,0184795904,Physics,35,2024-05-16,87.50,A-,3.7
P146803,Kimberly Pratt,24,Class A,0159550417,Geography,4,2024-08-14,10.00,E,0.0
P146804,Christopher Sanchez,25,Class C,0116897523,Physics,18,2024-06-01,45.00,D+,1.3
P146805,Jennifer Howard,18,Class G,0197253755,Chemistry,5,2024-08-21,12.50,E,0.0
P146901,Stephen Bennett,24,Class G,0199008727,Science,33,2024-12-09,82.50,A-,3.7
P146902,Sean Green,22,Class D,0159679672,Physics,28,2024-09-09,70.00,B+,3.3
P146903,Debra Mendoza,20,Class I,0143110415,English,39,2024-11-20,97.50,A-,3.7
P146904,Stephen Rocha,24,Class H,0124638303,Geography,32,2024-09-12,80.00,A-,3.7
P146905,Karina Hess,18,Class F,0161733874,English,9,2024-10-13,22.50,E,0.0
P147001,Andrea Wyatt,23,Class H,0141023729,Chemistry,2,2024-04-19,5.00,E,0.0
P147002,Evelyn Torres,22,Class A,0139029203,Math,23,2024-06-30,57.50,C+,2.3
P147003,Jessica Wilson,24,Class I,0197393331,Geography,38,2024-11-04,95.00,A-,3.7
P147004,Andrea Hammond,18,Class F,0118869733,Math,10,2024-01-16,25.00,E,0.0
P147005,Jeffrey Hickman,25,Class H,0138109407,Math,7,2024-01-29,17.50,E,0.0
P147101,Matthew Mitchell,22,Class D,0109167677,Geography,16,2024-09-04,40.00,D,1.0
P147102,Michael Duffy,23,Class A,0173655700,Biology,0,2024-12-23,0.00,E,0.0
P147103,Tracy Edwards,19,Class F,0126521326,English,30,2024-04-09,75.00,B+,3.3
P147104,Shannon Khan,19,Class A,0162420034,Geography,14,2024-06-21,35.00,E,0.0
P147105,Megan Carey,21,Class H,0137715335,Biology,30,2024-08-07,75.00,B+,3.3
P147201,Thomas Miller,21,Class G,0116782955,English,1,2024-01-12,2.50,E,0.0
P147202,Tony Mendez,21,Class G,0195193026,Biology,34,2024-04-01,85.00,A-,3.7
P147203,Joseph Anderson,25,Class J,0167787234,Physics,27,2024-06-06,67.50,B,3.0
P147204,Michael Brady,23,Class D,0173596212,English,39,2024-03-11,97.50,A-,3.7
P147205,Samantha Peck,24,Class C,0174127787,Math,25,2024-05-20,62.50,B-,2.7
P147301,Kathryn Rhodes,24,Class C,0167968904,Math,35,2024-08-13,87.50,A-,3.7
P147302,Kyle Villegas,18,Class A,0127986748,Science,6,2024-12-23,15.00,E,0.0
P147303,Cheyenne Smith,19,Class I,0157200928,English,24,2024-09-11,60.00,B-,2.7
P147304,Stephanie Cruz,19,Class E,0122269396,Physics,11,2024-07-25,27.50,E,0.0
P147305,Christina Everett,20,Class A,0129581952,Math,8,2024-06-07,20.00,E,0.0
P147401,Joshua Winters,23,Class J,0164888577,Science,16,2024-09-01,40.00,D,1.0
P147402,Alicia Berry,23,Class H,0151746711,Science,34,2024-01-29,85.00,A-,3.7
P147403,Chad Wheeler,20,Class C,0198192658,English,3,2024-02-13,7.50,E,0.0
P147404,Jeffrey Kim,18,Class D,0119819317,Chemistry,34,2024-11-06,85.00,A-,3.7
P147405,Kathleen Allen,20,Class F,0146296435,Science,9,2024-04-18,22.50,E,0.0
P147501,Travis Jackson,20,Class F,0175005593,Geography,9,2024-04-26,22.50,E,0.0
P147502,Bianca Hartman,25,Class A,0174065049,Science,20,2024-04-06,50.00,C,2.0
P147503,Mitchell Bell,25,Class F,0158032916,English,7,2024-04-07,17.50,E,0.0
P147504,Kathleen Smith,19,Class I,0191768884,Math,9,2024-08-30,22.50,E,0.0
P147505,Matthew Stevens,18,Class J,0114393050,Physics,29,2024-10-19,72.50,B+,3.3
P147601,Cassandra Gonzales,18,Class J,0136732086,History,4,2024-01-27,10.00,E,0.0
P147602,Jeffrey Flores,22,Class J,0184305727,Math,12,2024-01-13,30.00,E,0.0
P147603,Penny Thomas,24,Class A,0172401079,Science,26,2024-01-05,65.00,B,3.0
P147604,John Young,23,Class H,0142306420,Science,9,2024-04-15,22.50,E,0.0
P147605,Edward Brown,21,Class I,0172241799,Geography,30,2024-05-05,75.00,B+,3.3
P147701,Joseph Howe,18,Class F,0113838956,Geography,14,2024-08-14,35.00,E,0.0
P147702,Ashley Brown,22,Class D,0144613168,Math,22,2024-11-05,55.00,C+,2.3
P147703,Allison Wolf,20,Class C,0199928290,Math,3,2024-04-19,7.50,E,0.0
P147704,Carmen Hartman,20,Class G,0102998584,English,39,2024-03-12,97.50,A-,3.7
P147705,Matthew Juarez,19,Class D,0177444179,Geography,1,2024-08-06,2.50,E,0.0
P147801,Christina Orozco,20,Class C,0155543644,Science,26,2024-01-05,65.00,B,3.0
P147802,Mary Frank,24,Class H,0119970023,English,24,2024-01-02,60.00,B-,2.7
P147803,Micheal Blackburn,25,Class A,0112811664,Physics,9,2024-05-09,22.50,E,0.0
P147804,Justin Ferguson,19,Class A,0139289773,Physics,1,2024-12-09,2.50,E,0.0
P147805,Matthew Barnett,21,Class B,0176003193,Chemistry,7,2024-09-09,17.50,E,0.0
P147901,Dylan Brown,22,Class H,0173313352,Geography,22,2024-03-04,55.00,C+,2.3
P147902,Ashley Caldwell,19,Class B,0136750890,Physics,27,2024-10-22,67.50,B,3.0
P147903,Regina Hart,24,Class I,0179542640,English,17,2024-09-22,42.50,D,1.0
P147904,Scott Beck,22,Class F,0108775928,Chemistry,38,2024-11-03,95.00,A-,3.7
P147905,Elizabeth Alvarez,25,Class F,0133489328,Science,15,2024-10-24,37.50,E,0.0
P148001,Angel Walton,23,Class J,0156410635,Math,9,2024-12-08,22.50,E,0.0
P148002,Jessica Rivera,23,Class C,0133262754,Math,16,2024-04-25,40.00,D,1.0
P148003,Aaron Key,24,Class G,0131586416,Biology,26,2024-01-26,65.00,B,3.0
P148004,Mr. Nicholas Clay,23,Class H,0111410081,Geography,13,2024-12-07,32.50,E,0.0
P148005,Kimberly Dodson,18,Class I,0148176703,Math,16,2024-12-08,40.00,D,1.0
P148101,Amanda Rodgers,24,Class F,0192364276,Biology,3,2024-06-26,7.50,E,0.0
P148102,Wesley Meyer MD,19,Class I,0191845562,Physics,24,2024-04-16,60.00,B-,2.7
P148103,Tina Cook,19,Class A,0143523969,Biology,18,2024-06-18,45.00,D+,1.3
P148104,Sydney Savage,24,Class E,0128823841,History,32,2024-11-17,80.00,A-,3.7
P148105,Kenneth Scott,24,Class G,0113519050,Science,30,2024-03-17,75.00,B+,3.3
P148201,Susan Gregory,20,Class I,0195057825,Science,31,2024-12-04,77.50,B+,3.3
P148202,Michael White,22,Class H,0177952209,Chemistry,3,2024-06-12,7.50,E,0.0
P148203,Carl Taylor,21,Class B,0125899917,Geography,9,2024-06-06,22.50,E,0.0
P148204,Pamela Hernandez,19,Class B,0117180438,Physics,30,2024-06-03,75.00,B+,3.3
P148205,Willie Collins,21,Class A,0104597133,History,1,2024-12-24,2.50,E,0.0
P148301,Brett Velazquez,20,Class C,0195670795,Math,0,2024-11-05,0.00,E,0.0
P148302,Sarah Ford,19,Class E,0124933995,Geography,19,2024-06-03,47.50,C-,1.7
P148303,Julie Arnold,19,Class G,0108733919,Physics,32,2024-11-18,80.00,A-,3.7
P148304,Lisa Evans,23,Class J,0147279271,English,10,2024-09-25,25.00,E,0.0
P148305,Stacey Estrada,24,Class I,0176290801,Chemistry,1,2024-09-23,2.50,E,0.0
P148401,Timothy Taylor,22,Class D,0138140594,Geography,1,2024-11-27,2.50,E,0.0
P148402,Ian Beck,22,Class J,0163793709,Math,13,2024-06-24,32.50,E,0.0
P148403,Christopher Waters,18,Class A,0118023774,Biology,14,2024-03-05,35.00,E,0.0
P148404,Debbie Mcpherson,20,Class C,0138753683,Biology,2,2024-11-16,5.00,E,0.0
P148405,Matthew Barker,21,Class D,0184409885,Physics,35,2024-08-06,87.50,A-,3.7
P148501,Jessica Ramirez,20,Class H,0163770458,History,38,2024-11-15,95.00,A-,3.7
P148502,Tammy Brewer,25,Class D,0192137060,Math,10,2024-07-28,25.00,E,0.0
P148503,Elizabeth Aguilar,19,Class E,0178759565,Chemistry,20,2024-10-26,50.00,C,2.0
P148504,Donald Johnson,20,Class E,0184795904,Physics,23,2024-03-15,57.50,C+,2.3
P148505,Kristin Castillo,24,Class J,0152270309,Geography,0,2024-09-25,0.00,E,0.0
P148601,Heather Rivas,25,Class G,0107638221,Math,18,2024-01-24,45.00,D+,1.3
P148602,Valerie Griffin,23,Class H,0121363884,History,15,2024-09-16,37.50,E,0.0
P148603,Gregory Howell,23,Class G,0115042536,Math,8,2024-08-30,20.00,E,0.0
P148604,Charles Poole,22,Class D,0192516827,Biology,16,2024-10-20,40.00,D,1.0
P148605,Stacey Newton,21,Class D,0166954361,Biology,14,2024-04-14,35.00,E,0.0
P148701,Sydney Ford,20,Class C,0162009131,Biology,23,2024-09-26,57.50,C+,2.3
P148702,Victor Pratt,21,Class E,0122198294,Physics,10,2024-01-17,25.00,E,0.0
P148703,Deborah Waller,22,Class F,0163826611,Biology,19,2024-04-20,47.50,C-,1.7
P148704,Stanley Martin,24,Class G,0192294514,Math,17,2024-06-14,42.50,D,1.0
P148705,Jeremiah Clark,21,Class C,0165366154,Chemistry,38,2024-07-24,95.00,A-,3.7
P148801,Kellie Vargas,18,Class E,0105448074,English,21,2024-02-22,52.50,C,2.0
P148802,Connie Dodson,22,Class E,0116320698,Science,4,2024-04-23,10.00,E,0.0
P148803,Lisa Bates,23,Class F,0171689235,Physics,38,2024-01-17,95.00,A-,3.7
P148804,James Craig,23,Class E,0148723503,Geography,18,2024-01-27,45.00,D+,1.3
P148805,Nicole Faulkner,20,Class E,0128185025,Science,12,2024-03-12,30.00,E,0.0
P148901,Eric Hawkins,24,Class D,0183372095,History,38,2024-05-16,95.00,A-,3.7
P148902,Catherine Lee,24,Class A,0185920753,Chemistry,23,2024-10-16,57.50,C+,2.3
P148903,John Boyd,23,Class E,0141676118,Math,35,2024-06-01,87.50,A-,3.7
P148904,Katherine Allen,21,Class A,0107458249,Geography,27,2024-04-23,67.50,B,3.0
P148905,Stephanie Patel,20,Class J,0191465562,Math,7,2024-07-08,17.50,E,0.0
P149001,Tina Reed,20,Class H,0147962567,Science,10,2024-09-04,25.00,E,0.0
P149002,Lisa Taylor,22,Class D,0159001826,Science,13,2024-01-16,32.50,E,0.0
P149003,Joseph Burton,19,Class B,0194788719,Science,14,2024-05-26,35.00,E,0.0
P149004,George Moore,20,Class E,0137566925,Science,28,2024-03-23,70.00,B+,3.3
P149005,Stephen Pace,25,Class C,0175503586,Biology,34,2024-09-23,85.00,A-,3.7
P149101,Sean Young,25,Class C,0196040639,Geography,38,2024-09-07,95.00,A-,3.7
P149102,Erica Phillips,22,Class F,0174341340,Geography,2,2024-03-15,5.00,E,0.0
P149103,Jennifer Carter,23,Class I,0132267844,Biology,15,2024-05-30,37.50,E,0.0
P149104,Lee Nash,20,Class J,0185523799,History,24,2024-07-08,60.00,B-,2.7
P149105,Kelly Brown PhD,21,Class I,0128465861,Math,36,2024-01-07,90.00,A-,3.7
P149201,Rebecca Richardson,21,Class I,0161291179,Math,5,2024-02-29,12.50,E,0.0
P149202,Bethany Brown,25,Class B,0108862176,English,30,2024-09-21,75.00,B+,3.3
P149203,Christopher Perez,24,Class C,0159639691,History,39,2024-02-16,97.50,A-,3.7
P149204,Stephen Horn,19,Class C,0188113714,Science,30,2024-01-31,75.00,B+,3.3
P149205,Steven Bennett,24,Class H,0193626382,History,15,2024-04-18,37.50,E,0.0
P149301,Jonathan Page,20,Class J,0194005943,English,14,2024-07-10,35.00,E,0.0
P149302,Gary Avila,23,Class H,0146880600,Physics,39,2024-12-03,97.50,A-,3.7
P149303,Dr. Ashley Neal MD,22,Class G,0181228480,Geography,11,2024-11-23,27.50,E,0.0
P149304,Sharon Smith,22,Class A,0186530058,Chemistry,3,2024-02-11,7.50,E,0.0
P149305,David Villa,25,Class A,0127764934,Biology,18,2024-08-11,45.00,D+,1.3
P149401,Tonya Russell,20,Class E,0167168414,Biology,3,2024-06-02,7.50,E,0.0
P149402,David Nelson,20,Class E,0172179032,Math,11,2024-11-07,27.50,E,0.0
P149403,Mark Moses,21,Class D,0166446452,Math,25,2024-11-22,62.50,B-,2.7
P149404,James Williams,24,Class A,0117299677,Physics,15,2024-01-17,37.50,E,0.0
P149405,Julie Mcconnell,25,Class F,0149936645,Math,31,2024-05-05,77.50,B+,3.3
P149501,Chelsea King,20,Class C,0136416422,Geography,23,2024-09-22,57.50,C+,2.3
P149502,Jacqueline Wilcox,19,Class F,0165333487,Biology,3,2024-09-26,7.50,E,0.0
P149503,Cheyenne Barton,24,Class H,0184700083,Chemistry,21,2024-06-16,52.50,C,2.0
P149504,Michael Lopez,20,Class H,0197739663,History,9,2024-04-09,22.50,E,0.0
P149505,Robin Nguyen,22,Class A,0111253365,Physics,4,2024-12-09,10.00,E,0.0
P149601,Angela Hunt,19,Class D,0189308840,History,34,2024-04-29,85.00,A-,3.7
P149602,Nicholas Hays,25,Class I,0176105116,Chemistry,6,2024-11-20,15.00,E,0.0
P149603,Lorraine Gordon,22,Class D,0182245648,Science,27,2024-04-29,67.50,B,3.0
P149604,Eric Johnson,25,Class B,0142394842,English,14,2024-06-17,35.00,E,0.0
P149605,Michael Ali,21,Class A,0148389337,Science,28,2024-08-19,70.00,B+,3.3
P149701,Jerry Chung,20,Class A,0135409225,Physics,16,2024-06-05,40.00,D,1.0
P149702,Felicia Brown,24,Class J,0176233048,Biology,25,2024-10-02,62.50,B-,2.7
P149703,Stephen Graves,21,Class C,0129237533,History,10,2024-06-08,25.00,E,0.0
P149704,Dennis Williams,24,Class D,0141189967,Chemistry,25,2024-05-25,62.50,B-,2.7
P149705,Danielle Michael,22,Class E,0172425288,Science,34,2024-12-14,85.00,A-,3.7
P149801,Darius Crawford,23,Class I,0184903768,Science,14,2024-11-11,35.00,E,0.0
P149802,Cheryl Williams,18,Class C,0174999210,Chemistry,17,2024-04-05,42.50,D,1.0
P149803,Danielle Lee,22,Class I,0105190941,Chemistry,33,2024-04-21,82.50,A-,3.7
P149804,Ms. Mary Roth,21,Class B,0188587168,Math,3,2024-11-05,7.50,E,0.0
P149805,Richard Morris,24,Class H,0149251224,Biology,27,2024-07-30,67.50,B,3.0
P149901,Elizabeth Taylor,23,Class C,0165187005,Biology,33,2024-08-18,82.50,A-,3.7
P149902,Anna Wilson,20,Class C,0139256158,English,21,2024-04-20,52.50,C,2.0
P149903,Jennifer Garner,20,Class D,0128844859,Physics,25,2024-10-19,62.50,B-,2.7
P149904,Russell Johnson,23,Class F,0171511166,History,15,2024-09-21,37.50,E,0.0
P149905,Melissa Smith,24,Class F,0124144767,Math,36,2024-11-15,90.00,A-,3.7
P150001,Ross Hess,25,Class J,0149877654,Science,11,2024-03-15,27.50,E,0.0
P150002,Ryan Carter,21,Class J,0105194397,History,37,2024-08-09,92.50,A-,3.7
P150003,Kimberly Lang,19,Class A,0132090876,Math,13,2024-09-15,32.50,E,0.0
P150004,Bryan Berger,18,Class B,0132157510,Biology,4,2024-09-15,10.00,E,0.0
P150005,Tamara Miller,22,Class C,0115904104,English,21,2024-01-01,52.50,C,2.0
P150101,Jessica Small,24,Class H,0179706412,Physics,37,2024-05-29,92.50,A-,3.7
P150102,Kimberly Vaughan,25,Class G,0104938204,Biology,19,2024-06-05,47.50,C-,1.7
P150103,Pamela Gonzalez,24,Class A,0113587280,Biology,21,2024-10-06,52.50,C,2.0
P150104,Andrea Brooks,24,Class I,0197182904,Science,22,2024-08-14,55.00,C+,2.3
P150105,Peter Vincent,18,Class I,0164087289,Math,16,2024-05-15,40.00,D,1.0
P150201,Kenneth Arnold,20,Class A,0144769500,Physics,9,2024-06-15,22.50,E,0.0
P150202,Brian Silva,21,Class E,0171899755,Geography,39,2024-03-11,97.50,A-,3.7
P150203,William Bruce,22,Class E,0163936148,Physics,36,2024-05-13,90.00,A-,3.7
P150204,John Ruiz,18,Class B,0135498388,Biology,10,2024-06-14,25.00,E,0.0
P150205,Matthew Roach,21,Class A,0156654191,Math,31,2024-04-15,77.50,B+,3.3
P150301,David Stone,21,Class F,0109455473,Science,16,2024-08-18,40.00,D,1.0
